"","sciname","genus","species","family","order"
"1059","Meliphaga leucotis","Meliphaga","leucotis","Meliphagidae","Passeriformes"
"1060","Meliphaga penicillata","Meliphaga","penicillata","Meliphagidae","Passeriformes"
"1061","Meliphaga aruensis","Meliphaga","aruensis","Meliphagidae","Passeriformes"
"1062","Meliphaga lewinii","Meliphaga","lewinii","Meliphagidae","Passeriformes"
"1063","Melipotes fumigatus","Melipotes","fumigatus","Meliphagidae","Passeriformes"
"1064","Melithreptus albogularis","Melithreptus","albogularis","Meliphagidae","Passeriformes"
"1065","Melithreptus lunatus","Melithreptus","lunatus","Meliphagidae","Passeriformes"
"1066","Molothrus bonariensis","Molothrus","bonariensis","Icteridae","Passeriformes"
"1067","Macroagelaius subalaris","Macroagelaius","subalaris","Icteridae","Passeriformes"
"1068","Agelaius cyanopus","Agelaius","cyanopus","Icteridae","Passeriformes"
"1069","Agelaius icterocephalus","Agelaius","icterocephalus","Icteridae","Passeriformes"
"1070","Agelaius ruficapillus","Agelaius","ruficapillus","Icteridae","Passeriformes"
"1071","Agelaius thilius","Agelaius","thilius","Icteridae","Passeriformes"
"1072","Pipraeidea melanonota","Pipraeidea","melanonota","Emberizidae","Passeriformes"
"1073","Pipilo aberti","Pipilo","aberti","Emberizidae","Passeriformes"
"1074","Pipilo crissalis","Pipilo","crissalis","Emberizidae","Passeriformes"
"1075","Calidris canutus","Calidris","canutus","Scolopacidae","Charadriiformes"
"1076","Sterna hirundo","Sterna","hirundo","Laridae","Charadriiformes"
"1077","Lamprotornis iris","Lamprotornis","iris","Sturnidae","Passeriformes"
"1078","Amazilia lactea","Amazilia","lactea","Trochilidae","Apodiformes"
"1079","Megascops asio","Megascops","asio","Strigidae","Strigiformes"
"1080","Pipilo fuscus","Pipilo","fuscus","Emberizidae","Passeriformes"
"1081","Phalacrocorax punctatus","Phalacrocorax","punctatus","Phalacrocoracidae","Pelecaniformes"
"1082","Pipilo maculatus","Pipilo","maculatus","Emberizidae","Passeriformes"
"1083","Pipilo erythrophthalmus","Pipilo","erythrophthalmus","Emberizidae","Passeriformes"
"1084","Phrygilus fruticeti","Phrygilus","fruticeti","Emberizidae","Passeriformes"
"1085","Phrygilus plebejus","Phrygilus","plebejus","Emberizidae","Passeriformes"
"1086","Phrygilus unicolor","Phrygilus","unicolor","Emberizidae","Passeriformes"
"1087","Pheucticus aureoventris","Pheucticus","aureoventris","Emberizidae","Passeriformes"
"1088","Pheucticus chrysopeplus","Pheucticus","chrysopeplus","Emberizidae","Passeriformes"
"1089","Trachyphonus darnaudii","Trachyphonus","darnaudii","Capitonidae","Piciformes"
"1090","Strix varia","Strix","varia","Strigidae","Strigiformes"
"1091","Catamblyrhynchus diadema","Catamblyrhynchus","diadema","Emberizidae","Passeriformes"
"1092","Cissopis leveriana","Cissopis","leveriana","Emberizidae","Passeriformes"
"1093","Caryothraustes canadensis","Caryothraustes","canadensis","Emberizidae","Passeriformes"
"1094","Calcarius lapponicus","Calcarius","lapponicus","Emberizidae","Passeriformes"
"1095","Buthraupis eximia","Buthraupis","eximia","Emberizidae","Passeriformes"
"1096","Buthraupis montana","Buthraupis","montana","Emberizidae","Passeriformes"
"1097","Atlapetes brunneinucha","Atlapetes","brunneinucha","Emberizidae","Passeriformes"
"1098","Atlapetes torquatus","Atlapetes","torquatus","Emberizidae","Passeriformes"
"1099","Atlapetes albinucha","Atlapetes","albinucha","Emberizidae","Passeriformes"
"1100","Atlapetes pileatus","Atlapetes","pileatus","Emberizidae","Passeriformes"
"1101","Atlapetes albofrenatus","Atlapetes","albofrenatus","Emberizidae","Passeriformes"
"1102","Atlapetes leucopterus","Atlapetes","leucopterus","Emberizidae","Passeriformes"
"1103","Atlapetes pallidinucha","Atlapetes","pallidinucha","Emberizidae","Passeriformes"
"1104","Atlapetes rufinucha","Atlapetes","rufinucha","Emberizidae","Passeriformes"
"1105","Atlapetes schistaceus","Atlapetes","schistaceus","Emberizidae","Passeriformes"
"1106","Atlapetes tricolor","Atlapetes","tricolor","Emberizidae","Passeriformes"
"1107","Sclerurus mexicanus","Sclerurus","mexicanus","Furnariidae","Passeriformes"
"1108","Sclerurus caudacutus","Sclerurus","caudacutus","Furnariidae","Passeriformes"
"1109","Sclerurus scansor","Sclerurus","scansor","Furnariidae","Passeriformes"
"1110","Synallaxis gularis","Synallaxis","gularis","Furnariidae","Passeriformes"
"1111","Synallaxis phryganophila","Synallaxis","phryganophila","Furnariidae","Passeriformes"
"1112","Synallaxis scutatus","Synallaxis","scutatus","Furnariidae","Passeriformes"
"1113","Synallaxis albescens","Synallaxis","albescens","Furnariidae","Passeriformes"
"1114","Synallaxis brachyura","Synallaxis","brachyura","Furnariidae","Passeriformes"
"1115","Synallaxis erythrothorax","Synallaxis","erythrothorax","Furnariidae","Passeriformes"
"1116","Synallaxis azarae","Synallaxis","azarae","Furnariidae","Passeriformes"
"1117","Synallaxis cabanisi","Synallaxis","cabanisi","Furnariidae","Passeriformes"
"1118","Synallaxis candei","Synallaxis","candei","Furnariidae","Passeriformes"
"1119","Synallaxis frontalis","Synallaxis","frontalis","Furnariidae","Passeriformes"
"1120","Synallaxis gujanensis","Synallaxis","gujanensis","Furnariidae","Passeriformes"
"1121","Conopophaga melanops","Conopophaga","melanops","Conopophagidae","Passeriformes"
"1122","Notiochelidon cyanoleuca","Notiochelidon","cyanoleuca","Hirundinidae","Passeriformes"
"1123","Notiochelidon murina","Notiochelidon","murina","Hirundinidae","Passeriformes"
"1124","Nettapus auritus","Nettapus","auritus","Anatidae","Anseriformes"
"1125","Merops philippinus","Merops","philippinus","Meropidae","Coraciiformes"
"1126","Charadrius vociferus","Charadrius","vociferus","Charadriidae","Charadriiformes"
"1127","Tachycineta albilinea","Tachycineta","albilinea","Hirundinidae","Passeriformes"
"1128","Syrigma sibilatrix","Syrigma","sibilatrix","Ardeidae","Ciconiiformes"
"1129","Salpinctes obsoletus","Salpinctes","obsoletus","Troglodytidae","Passeriformes"
"1130","Microcerculus marginatus","Microcerculus","marginatus","Troglodytidae","Passeriformes"
"1131","Cyphorhinus aradus","Cyphorhinus","aradus","Troglodytidae","Passeriformes"
"1132","Cyphorhinus thoracicus","Cyphorhinus","thoracicus","Troglodytidae","Passeriformes"
"1133","Cistothorus palustris","Cistothorus","palustris","Troglodytidae","Passeriformes"
"1134","Melanocharis versteri","Melanocharis","versteri","Dicaeidae","Passeriformes"
"1135","Cistothorus platensis","Cistothorus","platensis","Troglodytidae","Passeriformes"
"1136","Cinnycerthia peruana","Cinnycerthia","peruana","Troglodytidae","Passeriformes"
"1137","Cinnycerthia unirufa","Cinnycerthia","unirufa","Troglodytidae","Passeriformes"
"1138","Henicorhina leucophrys","Henicorhina","leucophrys","Troglodytidae","Passeriformes"
"1139","Henicorhina leucosticta","Henicorhina","leucosticta","Troglodytidae","Passeriformes"
"1140","Catherpes mexicanus","Catherpes","mexicanus","Troglodytidae","Passeriformes"
"1141","Campylorhynchus brunneicapillus","Campylorhynchus","brunneicapillus","Troglodytidae","Passeriformes"
"1142","Neoctantes niger","Neoctantes","niger","Formicariidae","Passeriformes"
"1143","Campylorhynchus rufinucha","Campylorhynchus","rufinucha","Troglodytidae","Passeriformes"
"1144","Campylorhynchus zonatus","Campylorhynchus","zonatus","Troglodytidae","Passeriformes"
"1145","Campylorhynchus fasciatus","Campylorhynchus","fasciatus","Troglodytidae","Passeriformes"
"1146","Campylorhynchus griseus","Campylorhynchus","griseus","Troglodytidae","Passeriformes"
"1147","Campylorhynchus nuchalis","Campylorhynchus","nuchalis","Troglodytidae","Passeriformes"
"1148","Campylorhynchus turdinus","Campylorhynchus","turdinus","Troglodytidae","Passeriformes"
"1149","Phyllomyias fasciatus","Phyllomyias","fasciatus","Tyrannidae","Passeriformes"
"1150","Pseudotriccus pelzelni","Pseudotriccus","pelzelni","Tyrannidae","Passeriformes"
"1151","Oncostoma cinereigulare","Oncostoma","cinereigulare","Tyrannidae","Passeriformes"
"1152","Pyrope pyrope","Pyrope","pyrope","Tyrannidae","Passeriformes"
"1153","Poecilotriccus ruficeps","Poecilotriccus","ruficeps","Tyrannidae","Passeriformes"
"1154","Platyrinchus coronatus","Platyrinchus","coronatus","Tyrannidae","Passeriformes"
"1155","Platyrinchus mystaceus","Platyrinchus","mystaceus","Tyrannidae","Passeriformes"
"1156","Platyrinchus platyrhynchos","Platyrinchus","platyrhynchos","Tyrannidae","Passeriformes"
"1157","Pitangus sulphuratus","Pitangus","sulphuratus","Tyrannidae","Passeriformes"
"1158","Pitangus lictor","Pitangus","lictor","Tyrannidae","Passeriformes"
"1159","Pipromorpha macconnelli","Pipromorpha","macconnelli","Tyrannidae","Passeriformes"
"1160","Pipromorpha oleaginea","Pipromorpha","oleaginea","Tyrannidae","Passeriformes"
"1161","Pipromorpha oleaginia","Pipromorpha","oleaginia","Tyrannidae","Passeriformes"
"1162","Phylloscartes ventralis","Phylloscartes","ventralis","Tyrannidae","Passeriformes"
"1163","Pyrocephalus rubinus","Pyrocephalus","rubinus","Tyrannidae","Passeriformes"
"1164","Phaeomyias murina","Phaeomyias","murina","Tyrannidae","Passeriformes"
"1165","Pyrrhomyias cinnamomea","Pyrrhomyias","cinnamomea","Tyrannidae","Passeriformes"
"1166","Onychorhynchus mexicanus","Onychorhynchus","mexicanus","Tyrannidae","Passeriformes"
"1167","Onychorhynchus coronatus","Onychorhynchus","coronatus","Tyrannidae","Passeriformes"
"1168","Serpophaga cinerea","Serpophaga","cinerea","Tyrannidae","Passeriformes"
"1169","Serpophaga subcristata","Serpophaga","subcristata","Tyrannidae","Passeriformes"
"1170","Ochthoeca diadema","Ochthoeca","diadema","Tyrannidae","Passeriformes"
"1171","Ochthoeca cinnamomeiventris","Ochthoeca","cinnamomeiventris","Tyrannidae","Passeriformes"
"1172","Ochthoeca fumicolor","Ochthoeca","fumicolor","Tyrannidae","Passeriformes"
"1173","Ochthoeca rufipectoralis","Ochthoeca","rufipectoralis","Tyrannidae","Passeriformes"
"1174","Myiozetetes cayenensis","Myiozetetes","cayenensis","Tyrannidae","Passeriformes"
"1175","Otidiphaps nobilis","Otidiphaps","nobilis","Columbidae","Columbiformes"
"1176","Myiozetetes cayanensis","Myiozetetes","cayanensis","Tyrannidae","Passeriformes"
"1177","Myiozetetes granadensis","Myiozetetes","granadensis","Tyrannidae","Passeriformes"
"1178","Myiozetetes similis","Myiozetetes","similis","Tyrannidae","Passeriformes"
"1179","Myiotriccus ornatus","Myiotriccus","ornatus","Tyrannidae","Passeriformes"
"1180","Myiotheretes fumigatus","Myiotheretes","fumigatus","Tyrannidae","Passeriformes"
"1181","Myiotheretes striaticollis","Myiotheretes","striaticollis","Tyrannidae","Passeriformes"
"1182","Myiornis ecaudatus","Myiornis","ecaudatus","Tyrannidae","Passeriformes"
"1183","Todirostrum latirostre","Todirostrum","latirostre","Tyrannidae","Passeriformes"
"1184","Todirostrum plumbeiceps","Todirostrum","plumbeiceps","Tyrannidae","Passeriformes"
"1185","Todirostrum sylvia","Todirostrum","sylvia","Tyrannidae","Passeriformes"
"1186","Todirostrum cinereum","Todirostrum","cinereum","Tyrannidae","Passeriformes"
"1187","Todirostrum chrysocrotaphum","Todirostrum","chrysocrotaphum","Tyrannidae","Passeriformes"
"1188","Todirostrum maculatum","Todirostrum","maculatum","Tyrannidae","Passeriformes"
"1189","Euscarthmus meloryphus","Euscarthmus","meloryphus","Tyrannidae","Passeriformes"
"1190","Myiophobus pulcher","Myiophobus","pulcher","Tyrannidae","Passeriformes"
"1191","Myiophobus fasciatus","Myiophobus","fasciatus","Tyrannidae","Passeriformes"
"1192","Myiophobus flavicans","Myiophobus","flavicans","Tyrannidae","Passeriformes"
"1193","Xolmis irupero","Xolmis","irupero","Tyrannidae","Passeriformes"
"1194","Xenopsaris albinucha","Xenopsaris","albinucha","Tyrannidae","Passeriformes"
"1195","Xanthomyias virescens","Xanthomyias","virescens","Tyrannidae","Passeriformes"
"1196","Tyrannus sp","Tyrannus","sp","Tyrannidae","Passeriformes"
"1197","Tyrannus crassirostris","Tyrannus","crassirostris","Tyrannidae","Passeriformes"
"1198","Tyrannus melancholicus","Tyrannus","melancholicus","Tyrannidae","Passeriformes"
"1199","Tyrannus savana","Tyrannus","savana","Tyrannidae","Passeriformes"
"1200","Tyrannus vociferans","Tyrannus","vociferans","Tyrannidae","Passeriformes"
"1201","Tyrannus caudifasciatus","Tyrannus","caudifasciatus","Tyrannidae","Passeriformes"
"1202","Tyrannus dominicensis","Tyrannus","dominicensis","Tyrannidae","Passeriformes"
"1203","Tyrannulus elatus","Tyrannulus","elatus","Tyrannidae","Passeriformes"
"1204","Tyrannopsis luteiventris","Tyrannopsis","luteiventris","Tyrannidae","Passeriformes"
"1205","Tyranniscus gracilipes","Tyranniscus","gracilipes","Tyrannidae","Passeriformes"
"1206","Tyranniscus nigrocapillus","Tyranniscus","nigrocapillus","Tyrannidae","Passeriformes"
"1207","Sporophila leucoptera","Sporophila","leucoptera","Emberizidae","Passeriformes"
"1208","Sporophila lineola","Sporophila","lineola","Emberizidae","Passeriformes"
"1209","Sporophila obscura","Sporophila","obscura","Emberizidae","Passeriformes"
"1210","Sporophila peruviana","Sporophila","peruviana","Emberizidae","Passeriformes"
"1211","Sporophila americana","Sporophila","americana","Emberizidae","Passeriformes"
"1212","Sporophila minuta","Sporophila","minuta","Emberizidae","Passeriformes"
"1213","Sporophila nigricollis","Sporophila","nigricollis","Emberizidae","Passeriformes"
"1214","Sporophila schistacea","Sporophila","schistacea","Emberizidae","Passeriformes"
"1215","Sporophila torqueola","Sporophila","torqueola","Emberizidae","Passeriformes"
"1216","Lysurus castaneiceps","Lysurus","castaneiceps","Emberizidae","Passeriformes"
"1217","Schistochlamys melanopis","Schistochlamys","melanopis","Emberizidae","Passeriformes"
"1218","Schistochlamys ruficapillus","Schistochlamys","ruficapillus","Emberizidae","Passeriformes"
"1219","Recurvirostra avosetta","Recurvirostra","avosetta","Recurvirostridae","Charadriiformes"
"1220","Tyto alba","Tyto","alba","Tytonidae","Strigiformes"
"1221","Tangara sp","Tangara","sp","Emberizidae","Passeriformes"
"1222","Hemithraupis ruficapilla","Hemithraupis","ruficapilla","Emberizidae","Passeriformes"
"1223","Haplospiza rustica","Haplospiza","rustica","Emberizidae","Passeriformes"
"1224","Geospiza conirostris","Geospiza","conirostris","Emberizidae","Passeriformes"
"1225","Geospiza difficilis","Geospiza","difficilis","Emberizidae","Passeriformes"
"1226","Geospiza scandens","Geospiza","scandens","Emberizidae","Passeriformes"
"1227","Euphonia affinis","Euphonia","affinis","Emberizidae","Passeriformes"
"1228","Euphonia anneae","Euphonia","anneae","Emberizidae","Passeriformes"
"1229","Euphonia chlorotica","Euphonia","chlorotica","Emberizidae","Passeriformes"
"1230","Euphonia chrysopasta","Euphonia","chrysopasta","Emberizidae","Passeriformes"
"1231","Euphonia fulvicrissa","Euphonia","fulvicrissa","Emberizidae","Passeriformes"
"1232","Euphonia gouldi","Euphonia","gouldi","Emberizidae","Passeriformes"
"1233","Euphonia hirundinacea","Euphonia","hirundinacea","Emberizidae","Passeriformes"
"1234","Euphonia laniirostris","Euphonia","laniirostris","Emberizidae","Passeriformes"
"1235","Euphonia minuta","Euphonia","minuta","Emberizidae","Passeriformes"
"1236","Euphonia musica","Euphonia","musica","Emberizidae","Passeriformes"
"1237","Euphonia sp","Euphonia","sp","Emberizidae","Passeriformes"
"1238","Euphonia violacea","Euphonia","violacea","Emberizidae","Passeriformes"
"1239","Aburria pipile","Aburria","pipile","Cracidae","Galliformes"
"1240","Icterus cucullatus","Icterus","cucullatus","Icteridae","Passeriformes"
"1241","Icterus galbula","Icterus","galbula","Icteridae","Passeriformes"
"1242","Icterus pustulatus","Icterus","pustulatus","Icteridae","Passeriformes"
"1243","Icterus spurius","Icterus","spurius","Icteridae","Passeriformes"
"1244","Icterus chrysater","Icterus","chrysater","Icteridae","Passeriformes"
"1245","Icterus dominicensis","Icterus","dominicensis","Icteridae","Passeriformes"
"1246","Icterus graduacauda","Icterus","graduacauda","Icteridae","Passeriformes"
"1247","Cygnus olor","Cygnus","olor","Anatidae","Anseriformes"
"1248","Thlypopsis ornata","Thlypopsis","ornata","Emberizidae","Passeriformes"
"1249","Thlypopsis sordida","Thlypopsis","sordida","Emberizidae","Passeriformes"
"1250","Tersina viridis","Tersina","viridis","Emberizidae","Passeriformes"
"1251","Tangara cayana","Tangara","cayana","Emberizidae","Passeriformes"
"1252","Tangara chilensis","Tangara","chilensis","Emberizidae","Passeriformes"
"1253","Tangara cyanicollis","Tangara","cyanicollis","Emberizidae","Passeriformes"
"1254","Tangara cyanocephala","Tangara","cyanocephala","Emberizidae","Passeriformes"
"1255","Tangara cyanoptera","Tangara","cyanoptera","Emberizidae","Passeriformes"
"1256","Tangara dowii","Tangara","dowii","Emberizidae","Passeriformes"
"1257","Tangara florida","Tangara","florida","Emberizidae","Passeriformes"
"1258","Tangara guttata","Tangara","guttata","Emberizidae","Passeriformes"
"1259","Tangara gyrola","Tangara","gyrola","Emberizidae","Passeriformes"
"1260","Tangara icterocephala","Tangara","icterocephala","Emberizidae","Passeriformes"
"1261","Tangara inornata","Tangara","inornata","Emberizidae","Passeriformes"
"1262","Tangara labradorides","Tangara","labradorides","Emberizidae","Passeriformes"
